É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/05/31 13:19:27

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2017/6/18,25.7,8,1,19.4,8,1,56,8,1
2017/6/19,23.1,8,1,18.4,8,1,63,8,1
2017/6/20,24.2,8,1,17.7,8,1,71,8,1
2017/6/21,25.8,8,1,18.9,8,1,74,8,1
2017/6/22,18.4,8,1,16.8,8,1,87,8,1
2017/6/23,20.9,8,1,16.8,8,1,83,8,1
2017/6/24,21.2,8,1,17.8,8,1,84,8,1
2017/6/25,17.8,8,1,15.3,8,1,92,8,1
2017/6/26,15.2,8,1,13.1,8,1,76,8,1
2017/6/27,22.2,8,1,15.8,8,1,69,8,1
2017/6/28,21.9,8,1,17.7,8,1,70,8,1
2017/6/29,24.8,8,1,19.9,8,1,72,8,1
2017/6/30,29.6,8,1,22.5,8,1,60,8,1
2017/7/1,29.5,8,1,23.5,8,1,72,8,1
2017/7/2,25.0,8,1,20.3,8,1,81,8,1
2017/7/3,21.6,8,1,17.8,8,1,86,8,1
2017/7/4,22.3,8,1,19.3,8,1,85,8,1
2017/7/5,23.8,8,1,19.7,8,1,80,8,1
2017/7/6,29.1,8,1,23.0,8,1,64,8,1
2017/7/7,33.2,8,1,25.3,8,1,61,8,1
2017/7/8,30.0,8,1,24.1,8,1,62,8,1
2017/7/9,32.4,8,1,25.3,8,1,68,8,1
2017/7/10,33.2,8,1,26.4,8,1,74,8,1
2017/7/11,29.8,8,1,25.5,8,1,76,8,1
2017/7/12,28.3,8,1,24.2,8,1,78,8,1
2017/7/13,33.1,8,1,26.8,8,1,63,8,1
2017/7/14,34.9,8,1,27.7,8,1,59,8,1
2017/7/15,33.4,8,1,27.7,8,1,61,8,1
2017/7/16,27.3,8,1,23.7,8,1,79,8,1
2017/7/17,23.1,8,1,20.8,8,1,88,8,1
2017/7/18,21.3,8,1,18.8,8,1,86,8,1
2017/7/19,25.5,8,1,20.8,8,1,72,8,1
2017/7/20,27.1,8,1,22.7,8,1,73,8,1
2017/7/21,28.7,8,1,24.0,8,1,76,8,1
2017/7/22,26.1,8,1,21.8,8,1,79,8,1
2017/7/23,28.1,8,1,22.1,8,1,77,8,1
2017/7/24,26.9,8,1,22.0,8,1,74,8,1
2017/7/25,28.5,8,1,22.8,8,1,70,8,1
2017/7/26,25.7,8,1,21.8,8,1,59,8,1
2017/7/27,27.7,8,1,22.7,8,1,55,8,1
2017/7/28,23.0,8,1,20.5,8,1,73,8,1
2017/7/29,27.6,8,1,22.6,8,1,70,8,1
2017/7/30,29.2,8,1,23.3,8,1,69,8,1
2017/7/31,23.3,8,1,21.4,8,1,87,8,1
2017/8/1,27.1,8,1,22.3,8,1,79,8,1
2017/8/2,27.6,8,1,23.0,8,1,71,8,1
2017/8/3,25.7,8,1,21.8,8,1,72,8,1
2017/8/4,25.7,8,1,20.8,8,1,74,8,1
2017/8/5,27.7,8,1,22.5,8,1,73,8,1
2017/8/6,29.2,8,1,24.1,8,1,71,8,1
2017/8/7,29.6,8,1,23.9,8,1,67,8,1
2017/8/8,28.7,8,1,23.3,8,1,63,8,1
2017/8/9,23.3,8,1,20.7,8,1,73,8,1
2017/8/10,26.0,8,1,21.9,8,1,76,8,1
2017/8/11,25.8,8,1,21.8,8,1,73,8,1
2017/8/12,21.1,8,1,18.4,8,1,87,8,1
2017/8/13,22.7,8,1,19.3,8,1,78,8,1
2017/8/14,23.8,8,1,20.9,8,1,72,8,1
2017/8/15,27.0,8,1,22.3,8,1,65,8,1
2017/8/16,26.4,8,1,21.8,8,1,63,8,1
2017/8/17,24.0,8,1,20.6,8,1,68,8,1
2017/8/18,25.3,8,1,21.4,8,1,71,8,1
2017/8/19,26.3,8,1,21.7,8,1,73,8,1
2017/8/20,26.6,8,1,21.5,8,1,74,8,1
2017/8/21,27.1,8,1,22.2,8,1,69,8,1
2017/8/22,23.4,8,1,21.3,8,1,88,8,1
2017/8/23,29.3,8,1,24.7,8,1,74,8,1
2017/8/24,25.9,8,1,23.8,8,1,78,8,1
2017/8/25,27.0,8,1,23.4,8,1,65,8,1
2017/8/26,28.9,8,1,23.2,8,1,48,8,1
2017/8/27,26.0,8,1,22.0,8,1,56,8,1
2017/8/28,24.8,8,1,20.6,8,1,63,8,1
2017/8/29,23.6,8,1,19.7,8,1,73,8,1
2017/8/30,21.1,8,1,17.9,8,1,52,8,1
2017/8/31,23.2,8,1,18.6,8,1,58,8,1
2017/9/1,22.2,8,1,18.5,8,1,59,8,1
2017/9/2,22.0,8,1,18.4,8,1,67,8,1
2017/9/3,21.2,8,1,17.9,8,1,63,8,1
2017/9/4,25.3,8,1,19.9,8,1,55,8,1
2017/9/5,26.9,8,1,20.6,8,1,59,8,1
2017/9/6,26.5,8,1,21.3,8,1,64,8,1
2017/9/7,26.0,8,1,21.1,8,1,68,8,1
2017/9/8,25.5,8,1,21.1,8,1,74,8,1
2017/9/9,24.4,8,1,19.8,8,1,69,8,1
2017/9/10,22.7,8,1,17.6,8,1,59,8,1
2017/9/11,23.4,5,1,18.0,8,1,58,8,1
2017/9/12,18.1,8,1,16.4,8,1,88,8,1
2017/9/13,22.8,8,1,18.5,8,1,78,8,1
2017/9/14,21.8,8,1,17.8,8,1,64,8,1
2017/9/15,21.5,8,1,16.9,8,1,69,8,1
2017/9/16,20.8,8,1,16.4,8,1,68,8,1
2017/9/17,19.6,8,1,16.8,8,1,69,8,1
2017/9/18,20.8,8,1,16.3,8,1,78,8,1
2017/9/19,24.1,8,1,19.4,8,1,73,8,1
2017/9/20,23.6,8,1,18.1,8,1,81,8,1
2017/9/21,21.5,8,1,17.6,8,1,63,8,1
2017/9/22,24.0,8,1,17.6,8,1,67,8,1
2017/9/23,21.8,8,1,17.6,8,1,80,8,1
2017/9/24,23.2,8,1,17.6,8,1,78,8,1
2017/9/25,24.7,8,1,17.7,8,1,64,8,1
2017/9/26,23.8,8,1,17.2,8,1,51,8,1
2017/9/27,22.6,8,1,17.3,8,1,67,8,1
2017/9/28,15.3,8,1,12.9,8,1,57,8,1
2017/9/29,18.6,8,1,12.2,8,1,58,8,1
2017/9/30,19.1,8,1,13.8,8,1,54,8,1
2018/5/1,17.2,8,1,11.6,8,1,76,8,1
2018/5/2,15.6,8,1,11.4,8,1,63,8,1
2018/5/3,16.8,8,1,12.5,8,1,81,8,1
2018/5/4,16.0,8,1,11.5,8,1,58,8,1
2018/5/5,12.6,8,1,9.3,8,1,64,8,1
2018/5/6,10.2,8,1,8.6,8,1,80,8,1
2018/5/7,14.0,8,1,10.4,8,1,69,8,1
2018/5/8,13.7,8,1,9.3,8,1,69,8,1
2018/5/9,14.1,8,1,9.1,8,1,62,8,1
2018/5/10,14.2,8,1,9.1,8,1,64,8,1
2018/5/11,20.5,8,1,13.9,8,1,59,8,1
2018/5/12,22.1,8,1,15.9,8,1,54,8,1
2018/5/13,15.4,8,1,14.1,8,1,69,8,1
2018/5/14,13.4,8,1,10.8,8,1,89,8,1
2018/5/15,24.2,8,1,16.7,8,1,60,8,1
2018/5/16,27.8,8,1,19.3,8,1,57,8,1
2018/5/17,20.3,8,1,14.7,8,1,60,8,1
2018/5/18,14.5,8,1,10.5,8,1,65,8,1
2018/5/19,12.2,8,1,10.1,8,1,69,8,1
2018/5/20,18.8,8,1,13.3,8,1,48,8,1
2018/5/21,21.9,8,1,15.7,8,1,54,8,1
2018/5/22,26.9,8,1,18.9,8,1,38,8,1
2018/5/23,22.3,8,1,17.3,8,1,46,8,1
2018/5/24,20.2,8,1,15.3,8,1,49,8,1
2018/5/25,18.4,8,1,13.4,8,1,62,8,1
2018/5/26,14.8,8,1,11.5,8,1,66,8,1
2018/5/27,16.4,8,1,12.4,8,1,63,8,1
2018/5/28,20.8,8,1,14.7,8,1,58,8,1
2018/5/29,23.1,8,1,16.5,8,1,58,8,1
2018/5/30,28.2,8,1,19.8,8,1,52,8,1
2018/5/31,21.6,8,1,17.1,8,1,83,8,1
2018/6/1,17.6,8,1,15.1,8,1,77,8,1
2018/6/2,23.0,8,1,16.8,8,1,62,8,1
2018/6/3,23.5,8,1,19.6,8,1,56,8,1
2018/6/4,30.7,8,1,22.0,8,1,49,8,1
2018/6/5,28.7,8,1,21.6,8,1,51,8,1
2018/6/6,28.9,8,1,22.1,8,1,48,8,1
2018/6/7,26.9,8,1,20.9,8,1,57,8,1
2018/6/8,18.1,8,1,14.8,8,1,91,8,1
2018/6/9,14.3,8,1,11.7,8,1,70,8,1
2018/6/10,16.9,8,1,12.5,8,1,59,8,1
2018/6/11,16.5,8,1,14.1,8,1,71,8,1
2018/6/12,14.3,8,1,11.2,8,1,92,8,1
2018/6/13,11.5,8,1,9.4,8,1,87,8,1
2018/6/14,13.7,8,1,10.5,8,1,64,8,1
2018/6/15,18.0,8,1,12.4,8,1,59,8,1
2018/6/16,19.8,8,1,14.0,8,1,66,8,1
2018/6/17,16.6,8,1,13.2,8,1,66,8,1
2018/6/18,20.2,8,1,15.4,8,1,70,8,1
2018/6/19,24.4,8,1,19.4,8,1,65,8,1
2018/6/20,20.5,8,1,17.1,8,1,78,8,1
2018/6/21,22.1,8,1,17.7,8,1,70,8,1
2018/6/22,25.0,8,1,19.0,8,1,65,8,1
2018/6/23,26.2,8,1,21.6,8,1,50,8,1
2018/6/24,22.3,8,1,16.6,8,1,73,8,1
2018/6/25,16.5,8,1,13.5,8,1,69,8,1
2018/6/26,21.2,8,1,15.9,8,1,63,8,1
2018/6/27,19.7,8,1,17.9,8,1,88,8,1
2018/6/28,23.2,8,1,19.1,8,1,82,8,1
2018/6/29,23.5,8,1,20.8,8,1,81,8,1
2018/6/30,28.6,8,1,22.0,8,1,77,8,1
2018/7/1,25.1,8,1,22.4,8,1,89,8,1
2018/7/2,25.0,8,1,22.0,8,1,90,8,1
2018/7/3,24.2,8,1,22.1,8,1,91,8,1
2018/7/4,24.3,8,1,20.9,8,1,91,8,1
2018/7/5,16.0,8,1,14.1,8,1,86,8,1
2018/7/6,19.3,8,1,14.7,8,1,64,8,1
2018/7/7,16.5,8,1,15.0,8,1,69,8,1
2018/7/8,24.2,8,1,18.6,8,1,67,8,1
2018/7/9,23.6,8,1,19.4,8,1,72,8,1
2018/7/10,24.6,8,1,19.7,8,1,82,8,1
2018/7/11,22.1,8,1,18.0,8,1,83,8,1
2018/7/12,27.4,8,1,20.8,8,1,71,8,1
2018/7/13,23.9,8,1,20.4,8,1,80,8,1
2018/7/14,28.2,8,1,22.8,8,1,76,8,1
2018/7/15,22.9,8,1,20.3,8,1,84,5,1
2018/7/16,21.3,5,1,18.7,5,1,86,4,1
2018/7/17,24.1,8,1,20.1,8,1,76,8,1
2018/7/18,25.0,8,1,20.9,8,1,76,8,1
2018/7/19,26.7,8,1,21.4,8,1,80,8,1
2018/7/20,29.3,8,1,25.1,8,1,75,8,1
2018/7/21,30.8,8,1,24.8,8,1,77,8,1
2018/7/22,23.9,8,1,20.7,8,1,78,8,1
2018/7/23,25.4,8,1,20.1,8,1,72,8,1
2018/7/24,25.7,8,1,21.2,8,1,70,8,1
2018/7/25,29.7,8,1,24.0,8,1,71,8,1
2018/7/26,30.4,8,1,24.6,8,1,74,8,1
2018/7/27,31.9,8,1,24.8,8,1,72,8,1
2018/7/28,28.6,8,1,24.7,8,1,69,8,1
2018/7/29,31.0,8,1,27.3,8,1,73,8,1
2018/7/30,31.8,8,1,27.1,8,1,73,8,1
2018/7/31,33.9,8,1,27.9,8,1,72,8,1
2018/8/1,32.5,8,1,25.5,8,1,67,8,1
2018/8/2,29.6,8,1,24.5,8,1,61,8,1
2018/8/3,28.7,8,1,23.1,8,1,72,8,1
2018/8/4,25.8,8,1,21.3,8,1,66,8,1
2018/8/5,25.5,8,1,20.4,8,1,73,8,1
2018/8/6,27.5,8,1,21.2,8,1,67,8,1
2018/8/7,24.1,8,1,19.9,8,1,64,8,1
2018/8/8,27.4,8,1,22.3,8,1,63,8,1
2018/8/9,25.4,8,1,22.5,8,1,86,8,1
2018/8/10,26.9,8,1,22.6,8,1,91,8,1
2018/8/11,22.1,8,1,20.5,8,1,94,8,1
2018/8/12,26.8,8,1,22.9,8,1,80,8,1
2018/8/13,26.6,8,1,22.4,8,1,88,8,1
2018/8/14,23.4,8,1,21.2,8,1,91,8,1
2018/8/15,21.9,8,1,20.3,8,1,97,8,1
2018/8/16,19.6,8,1,16.9,8,1,93,8,1
2018/8/17,19.9,8,1,16.0,8,1,74,8,1
2018/8/18,23.0,8,1,17.5,8,1,70,8,1
2018/8/19,22.7,8,1,19.3,8,1,77,8,1
2018/8/20,27.9,8,1,22.3,8,1,77,8,1
2018/8/21,25.2,8,1,21.8,8,1,81,8,1
2018/8/22,29.7,8,1,25.2,8,1,81,8,1
2018/8/23,29.4,8,1,24.2,8,1,69,8,1
2018/8/24,24.0,8,1,22.1,8,1,83,8,1
2018/8/25,24.3,8,1,20.6,8,1,87,8,1
2018/8/26,24.6,8,1,21.0,8,1,82,8,1
2018/8/27,22.0,8,1,18.9,8,1,82,8,1
2018/8/28,23.3,8,1,19.8,8,1,78,8,1
2018/8/29,22.3,8,1,19.4,8,1,74,8,1
2018/8/30,21.8,8,1,19.9,8,1,88,8,1
2018/8/31,22.2,8,1,20.4,8,1,89,8,1
2018/9/1,23.5,8,1,19.5,8,1,76,8,1
2018/9/2,24.5,8,1,19.0,8,1,65,8,1
2018/9/3,22.8,8,1,19.7,8,1,82,8,1
2018/9/4,25.9,8,1,23.0,8,1,78,8,1
2018/9/5,28.2,8,1,24.8,8,1,70,8,1
2018/9/6,27.4,8,1,23.3,8,1,64,8,1
2018/9/7,25.4,8,1,22.5,8,1,74,8,1
2018/9/8,24.9,8,1,21.3,8,1,65,8,1
2018/9/9,20.6,8,1,18.3,8,1,63,8,1
2018/9/10,17.7,8,1,16.0,8,1,62,8,1
2018/9/11,20.5,8,1,15.6,8,1,65,8,1
2018/9/12,22.1,8,1,16.5,8,1,67,8,1
2018/9/13,23.2,8,1,18.8,8,1,75,8,1
2018/9/14,26.7,8,1,21.0,8,1,76,8,1
2018/9/15,27.7,8,1,20.5,8,1,71,8,1
2018/9/16,26.3,8,1,21.3,8,1,72,8,1
2018/9/17,26.2,8,1,21.1,8,1,58,8,1
2018/9/18,24.6,8,1,19.7,8,1,50,8,1
2018/9/19,22.3,5,1,18.5,8,1,51,8,1
2018/9/20,23.0,8,1,17.7,8,1,55,8,1
2018/9/21,24.5,8,1,18.1,8,1,62,8,1
2018/9/22,18.5,8,1,17.1,8,1,70,8,1
2018/9/23,22.0,8,1,18.5,8,1,80,8,1
2018/9/24,24.1,8,1,19.2,8,1,76,8,1
2018/9/25,20.7,8,1,17.0,8,1,63,8,1
2018/9/26,19.8,8,1,15.1,8,1,72,8,1
2018/9/27,19.1,8,1,15.3,8,1,70,8,1
2018/9/28,19.6,8,1,15.3,8,1,79,8,1
2018/9/29,21.3,8,1,15.6,8,1,72,8,1
2018/9/30,19.3,8,1,16.8,8,1,83,8,1
2019/5/1,16.6,8,1,12.1,8,1,81,8,1
2019/5/2,13.2,8,1,10.4,8,1,79,8,1
2019/5/3,19.8,8,1,14.0,8,1,53,8,1
2019/5/4,23.5,8,1,15.4,8,1,49,8,1
2019/5/5,24.4,8,1,16.8,8,1,37,8,1
2019/5/6,23.6,8,1,16.5,8,1,52,8,1
2019/5/7,14.9,8,1,10.8,8,1,61,8,1
2019/5/8,12.6,8,1,9.4,8,1,69,8,1
2019/5/9,21.8,8,1,13.7,8,1,62,8,1
2019/5/10,12.3,8,1,8.9,8,1,81,8,1
2019/5/11,13.4,8,1,9.1,8,1,63,8,1
2019/5/12,13.7,8,1,9.7,8,1,61,8,1
2019/5/13,20.5,8,1,12.6,8,1,59,8,1
2019/5/14,24.3,8,1,15.8,8,1,47,8,1
2019/5/15,19.4,8,1,14.9,8,1,71,8,1
2019/5/16,24.8,8,1,16.3,8,1,70,8,1
2019/5/17,21.5,8,1,16.8,8,1,71,8,1
2019/5/18,26.0,8,1,19.0,8,1,63,8,1
2019/5/19,26.4,8,1,18.8,8,1,62,8,1
2019/5/20,20.3,8,1,15.5,8,1,75,8,1
2019/5/21,17.1,8,1,14.1,8,1,86,8,1
2019/5/22,25.0,8,1,17.7,8,1,56,8,1
2019/5/23,24.5,8,1,18.1,8,1,58,8,1
2019/5/24,22.2,8,1,16.2,8,1,67,8,1
2019/5/25,31.1,8,1,20.6,8,1,49,8,1
2019/5/26,32.0,8,1,23.8,8,1,52,8,1
2019/5/27,34.2,8,1,24.8,8,1,39,8,1
2019/5/28,24.6,8,1,20.7,8,1,54,8,1
2019/5/29,21.6,8,1,16.5,8,1,55,8,1
2019/5/30,25.9,8,1,18.6,8,1,46,8,1
2019/5/31,23.7,8,1,17.7,8,1,59,8,1
2019/6/1,24.4,8,1,18.4,8,1,54,8,1
2019/6/2,23.9,8,1,18.9,8,1,59,8,1
2019/6/3,29.4,8,1,21.0,8,1,50,8,1
2019/6/4,21.9,8,1,16.7,8,1,81,8,1
2019/6/5,16.8,8,1,15.4,8,1,91,8,1
2019/6/6,23.4,8,1,17.0,8,1,72,8,1
2019/6/7,18.2,8,1,15.8,8,1,81,8,1
2019/6/8,22.0,8,1,16.9,8,1,74,8,1
2019/6/9,21.9,8,1,16.5,8,1,77,8,1
2019/6/10,22.4,8,1,17.2,8,1,63,8,1
2019/6/11,22.4,8,1,16.8,8,1,62,8,1
2019/6/12,19.8,8,1,16.3,8,1,72,8,1
2019/6/13,17.8,8,1,15.2,8,1,82,8,1
2019/6/14,24.6,8,1,18.3,8,1,68,8,1
2019/6/15,20.5,8,1,17.3,8,1,82,8,1
2019/6/16,20.0,8,1,16.3,8,1,80,8,1
2019/6/17,14.9,8,1,12.2,8,1,77,8,1
2019/6/18,21.8,8,1,15.9,8,1,63,8,1
2019/6/19,25.5,8,1,18.5,8,1,62,8,1
2019/6/20,26.5,8,1,19.1,8,1,72,8,1
2019/6/21,20.1,8,1,17.8,8,1,79,8,1
2019/6/22,20.3,8,1,18.0,8,1,88,8,1
2019/6/23,24.6,8,1,18.2,8,1,72,8,1
2019/6/24,26.1,8,1,18.7,8,1,72,8,1
2019/6/25,26.1,8,1,19.2,8,1,73,8,1
2019/6/26,27.2,8,1,20.0,8,1,74,8,1
2019/6/27,26.7,8,1,18.7,8,1,79,8,1
2019/6/28,21.5,8,1,17.8,8,1,84,8,1
2019/6/29,19.1,8,1,16.7,8,1,70,8,1
2019/6/30,22.3,8,1,18.3,8,1,74,8,1
2019/7/1,22.0,8,1,17.8,8,1,74,8,1
2019/7/2,23.1,8,1,18.3,8,1,84,8,1
2019/7/3,18.9,8,1,16.4,8,1,89,8,1
2019/7/4,24.2,8,1,19.0,8,1,79,8,1
2019/7/5,23.4,8,1,19.3,8,1,81,8,1
2019/7/6,26.4,8,1,21.0,8,1,70,8,1
2019/7/7,24.8,8,1,20.2,8,1,68,8,1
2019/7/8,24.7,8,1,19.8,8,1,70,8,1
2019/7/9,27.0,8,1,20.5,8,1,69,8,1
2019/7/10,27.9,8,1,20.5,8,1,70,8,1
2019/7/11,24.5,8,1,19.9,8,1,67,8,1
2019/7/12,18.8,8,1,17.7,8,1,83,8,1
2019/7/13,22.9,8,1,19.5,8,1,85,8,1
2019/7/14,24.8,8,1,20.7,8,1,80,8,1
2019/7/15,25.4,8,1,21.3,8,1,74,8,1
2019/7/16,24.9,8,1,21.2,8,1,73,8,1
2019/7/17,27.2,8,1,22.3,8,1,75,8,1
2019/7/18,26.5,8,1,22.3,8,1,76,8,1
2019/7/19,26.2,8,1,21.7,8,1,82,8,1
2019/7/20,27.9,8,1,23.3,8,1,76,8,1
2019/7/21,27.4,8,1,22.8,8,1,69,8,1
2019/7/22,24.7,8,1,20.5,8,1,75,8,1
2019/7/23,23.3,8,1,20.2,8,1,75,8,1
2019/7/24,25.4,8,1,22.2,8,1,79,8,1
2019/7/25,30.0,8,1,24.3,8,1,82,8,1
2019/7/26,27.1,8,1,24.3,8,1,82,8,1
2019/7/27,30.8,8,1,25.2,8,1,83,8,1
2019/7/28,29.9,8,1,24.6,8,1,81,8,1
2019/7/29,32.9,8,1,27.7,8,1,71,8,1
2019/7/30,33.5,8,1,29.8,8,1,66,8,1
2019/7/31,32.4,8,1,28.9,8,1,69,8,1
2019/8/1,33.0,8,1,28.7,8,1,70,8,1
2019/8/2,34.2,8,1,27.5,8,1,72,8,1
2019/8/3,30.2,8,1,25.8,8,1,76,8,1
2019/8/4,32.6,8,1,26.0,8,1,67,8,1
2019/8/5,32.0,8,1,25.5,8,1,73,8,1
2019/8/6,32.4,8,1,25.9,8,1,76,8,1
2019/8/7,30.4,8,1,25.3,8,1,77,8,1
2019/8/8,25.0,8,1,23.6,8,1,90,8,1
2019/8/9,25.0,8,1,22.0,8,1,83,8,1
2019/8/10,22.4,8,1,19.9,8,1,78,8,1
2019/8/11,26.6,8,1,21.3,8,1,76,8,1
2019/8/12,25.0,8,1,21.6,8,1,80,8,1
2019/8/13,25.1,8,1,22.1,8,1,81,8,1
2019/8/14,24.7,8,1,21.6,8,1,70,8,1
2019/8/15,27.1,8,1,23.9,8,1,76,8,1
2019/8/16,26.9,8,1,25.2,8,1,89,8,1
2019/8/17,31.8,8,1,26.1,8,1,73,8,1
2019/8/18,25.2,8,1,21.8,8,1,80,8,1
2019/8/19,27.3,8,1,22.9,8,1,75,8,1
2019/8/20,22.1,8,1,20.1,8,1,85,8,1
2019/8/21,25.0,8,1,21.2,8,1,78,8,1
2019/8/22,21.2,8,1,19.7,8,1,76,8,1
2019/8/23,20.1,8,1,18.3,8,1,92,8,1
2019/8/24,22.6,8,1,19.3,8,1,87,8,1
2019/8/25,22.1,8,1,18.3,8,1,81,8,1
2019/8/26,22.4,8,1,18.3,8,1,78,8,1
2019/8/27,25.7,8,1,21.0,8,1,72,8,1
2019/8/28,23.9,8,1,19.2,8,1,87,8,1
2019/8/29,24.4,8,1,20.4,8,1,86,8,1
2019/8/30,26.5,8,1,21.9,8,1,76,8,1
2019/8/31,27.3,8,1,23.3,8,1,73,8,1
2019/9/1,27.8,8,1,22.7,8,1,59,8,1
2019/9/2,29.2,8,1,22.8,8,1,60,8,1
2019/9/3,24.8,8,1,20.8,8,1,68,8,1
2019/9/4,27.0,8,1,20.2,8,1,64,8,1
2019/9/5,26.5,8,1,21.3,8,1,66,8,1
2019/9/6,28.5,8,1,22.6,8,1,75,8,1
2019/9/7,27.4,8,1,24.0,8,1,87,8,1
2019/9/8,31.3,8,1,25.5,8,1,80,8,1
2019/9/9,32.6,8,1,26.6,8,1,74,8,1
2019/9/10,27.9,8,1,23.7,8,1,66,8,1
2019/9/11,20.2,8,1,17.9,8,1,82,8,1
2019/9/12,22.2,8,1,18.1,8,1,72,8,1
2019/9/13,22.7,8,1,17.8,8,1,67,8,1
2019/9/14,24.9,8,1,20.3,8,1,69,8,1
2019/9/15,23.8,8,1,20.3,8,1,84,8,1
2019/9/16,23.8,8,1,20.9,8,1,86,8,1
2019/9/17,23.1,8,1,19.5,8,1,66,8,1
2019/9/18,22.9,8,1,17.5,8,1,66,8,1
2019/9/19,15.3,8,1,12.9,8,1,66,8,1
2019/9/20,19.5,8,1,15.6,8,1,57,8,1
2019/9/21,21.1,8,1,16.0,8,1,64,8,1
2019/9/22,20.0,8,1,16.2,8,1,74,8,1
2019/9/23,14.9,8,1,13.9,8,1,91,8,1
2019/9/24,24.1,8,1,18.3,8,1,63,8,1
2019/9/25,18.7,8,1,15.0,8,1,48,8,1
2019/9/26,23.9,8,1,17.0,8,1,60,8,1
2019/9/27,23.3,8,1,17.3,8,1,71,8,1
2019/9/28,24.7,8,1,17.7,8,1,66,8,1
2019/9/29,24.5,8,1,18.4,8,1,72,8,1
2019/9/30,24.5,8,1,18.7,8,1,76,8,1
2020/5/1,19.7,8,1,14.3,8,1,58,8,1
2020/5/2,23.3,8,1,15.6,8,1,73,8,1
2020/5/3,24.1,8,1,17.4,8,1,70,8,1
2020/5/4,22.5,8,1,16.7,8,1,70,8,1
2020/5/5,11.4,8,1,8.1,8,1,71,8,1
2020/5/6,11.9,8,1,8.1,8,1,76,8,1
2020/5/7,14.1,8,1,9.7,8,1,74,8,1
2020/5/8,22.7,8,1,15.1,8,1,43,8,1
2020/5/9,22.6,8,1,15.7,8,1,43,8,1
2020/5/10,15.0,8,1,12.4,8,1,82,8,1
2020/5/11,19.7,8,1,13.9,8,1,79,8,1
2020/5/12,21.4,8,1,15.5,8,1,58,8,1
2020/5/13,21.2,8,1,14.6,8,1,59,8,1
2020/5/14,18.6,8,1,14.1,8,1,47,8,1
2020/5/15,23.4,8,1,15.9,8,1,50,8,1
2020/5/16,16.5,8,1,13.0,8,1,72,8,1
2020/5/17,14.8,8,1,11.6,8,1,81,8,1
2020/5/18,12.6,8,1,9.6,8,1,65,8,1
2020/5/19,17.7,8,1,11.4,8,1,57,8,1
2020/5/20,13.9,8,1,10.0,8,1,56,8,1
2020/5/21,18.5,8,1,11.0,8,1,54,8,1
2020/5/22,14.4,8,1,10.1,8,1,68,8,1
2020/5/23,17.6,8,1,12.8,8,1,73,8,1
2020/5/24,20.6,8,1,15.0,8,1,77,8,1
2020/5/25,20.9,8,1,15.3,8,1,79,8,1
2020/5/26,13.2,8,1,12.1,8,1,86,8,1
2020/5/27,15.5,8,1,12.7,8,1,90,8,1
2020/5/28,17.5,8,1,13.3,8,1,81,8,1
2020/5/29,23.6,8,1,17.8,8,1,61,8,1
2020/5/30,29.9,8,1,21.4,8,1,46,8,1
2020/5/31,27.7,8,1,19.9,8,1,46,8,1
2020/6/1,29.1,8,1,20.9,8,1,49,8,1
2020/6/2,25.1,8,1,19.9,8,1,61,8,1
2020/6/3,24.5,8,1,19.5,8,1,54,8,1
2020/6/4,25.0,8,1,19.2,8,1,62,8,1
2020/6/5,22.3,8,1,17.7,8,1,76,8,1
2020/6/6,17.5,8,1,14.0,8,1,81,8,1
2020/6/7,17.7,8,1,13.6,8,1,81,8,1
2020/6/8,17.4,8,1,14.8,8,1,78,8,1
2020/6/9,26.5,8,1,19.7,8,1,65,8,1
2020/6/10,27.5,8,1,22.0,8,1,61,8,1
2020/6/11,24.9,8,1,21.6,8,1,71,8,1
2020/6/12,26.1,8,1,21.4,8,1,56,8,1
2020/6/13,30.0,8,1,21.7,8,1,58,8,1
2020/6/14,26.1,8,1,21.3,8,1,68,8,1
2020/6/15,25.0,8,1,20.4,8,1,74,8,1
2020/6/16,20.6,8,1,17.6,8,1,79,8,1
2020/6/17,19.3,8,1,15.6,8,1,84,8,1
2020/6/18,21.4,8,1,16.4,8,1,87,8,1
2020/6/19,16.9,8,1,15.3,8,1,87,8,1
2020/6/20,17.9,8,1,14.9,8,1,76,8,1
2020/6/21,21.6,8,1,15.9,8,1,66,8,1
2020/6/22,18.5,8,1,16.7,8,1,81,8,1
2020/6/23,25.6,8,1,19.7,8,1,75,8,1
2020/6/24,26.2,8,1,20.3,8,1,75,8,1
2020/6/25,18.9,8,1,17.5,8,1,71,8,1
2020/6/26,19.1,8,1,17.2,8,1,77,8,1
2020/6/27,21.6,8,1,18.3,8,1,80,8,1
2020/6/28,21.5,8,1,17.8,8,1,85,8,1
2020/6/29,20.4,8,1,16.8,8,1,92,8,1
2020/6/30,23.4,8,1,19.8,8,1,76,8,1
2020/7/1,26.1,8,1,20.7,8,1,83,8,1
2020/7/2,19.6,8,1,18.3,8,1,95,8,1
2020/7/3,23.4,8,1,19.7,8,1,76,8,1
2020/7/4,22.2,8,1,19.5,8,1,74,8,1
2020/7/5,27.5,8,1,20.8,8,1,74,8,1
2020/7/6,28.6,8,1,22.0,8,1,72,8,1
2020/7/7,27.0,8,1,21.9,8,1,82,8,1
